date,content,username,likes,views,hashtags,url,likes_views_ratio
2023-02-01,theliverdr pg1 leading wellness company portfolio of wellness product himalayaindia pls launch new product amp start selling empty cap shell market them life enhancing o₂ direct from himalaya atleast of your product will be backed by actual science,EntropicEq,0,139.0,himalayaindia,https://twitter.com/EntropicEq/status/1620701101682212864,0.0
2023-02-01,ayurvedamonk himalayaindia what about hamdard,cyber5knight,1,69.0,himalayaindia,https://twitter.com/cyber5knight/status/1620697594942074880,0.014492753623188406
2023-02-01,ayurvedamonk himalayaindia what about patanjali sir is it real ayurvedic company,AherAlok,1,305.0,himalayaindia,https://twitter.com/AherAlok/status/1620681654795915264,0.003278688524590164
2023-02-01,sereneloud ayurvedamonk himalayaindia oops sorry didn realise you were an ayurvedic consultant earlier think such company only bring disrepute to ayurveda people take such drug expecting miracle cure and then blame ayurveda when they don get relief,PChandr43659403,2,107.0,himalayaindia,https://twitter.com/PChandr43659403/status/1620660149479415809,0.018691588785046728
2023-02-01,pchandr ayurvedamonk himalayaindia very well said precisely the reason called them herbal medicine company and not ayurvedic,sereneloud,2,80.0,himalayaindia,https://twitter.com/sereneloud/status/1620654846985773056,0.025
2023-02-01,sereneloud ayurvedamonk himalayaindia it only maligning ayurveda ayurveda isn about drug suppressing symptom but lot more holistic addressing the root cause similar external symptom may be treated with totally different dietary regimen amp medicine for different people based on the tridosha principle,PChandr43659403,3,80.0,himalayaindia,https://twitter.com/PChandr43659403/status/1620652739507412993,0.0375
2023-02-01,ayurvedamonk himalayaindia guess esoteric knowledge is good euphemism for financial incentive,PChandr43659403,1,31.0,himalayaindia,https://twitter.com/PChandr43659403/status/1620652034721730560,0.03225806451612903
2023-02-01,ayurvedamonk himalayaindia my understanding is that himalaya although us ayurvedic herb in their product justifies their action on modern principle so it is more herbology than ayurveda but then it is win win situation for all party ayurveda allopathy himalaya themselves,sereneloud,2,499.0,himalayaindia,https://twitter.com/sereneloud/status/1620649938513428481,0.004008016032064128
2023-02-01,ayurvedamonk himalayaindia buy skm brand is that good,mytechshout07,1,492.0,himalayaindia,https://twitter.com/mytechshout07/status/1620647414716825600,0.0020325203252032522
2023-02-01,mrankit ayurvedamonk himalayaindia dootpapeshwar is better than dabur vaidyanathan for many product specially arogyavardhani,GauravBLJ,1,186.0,himalayaindia,https://twitter.com/GauravBLJ/status/1620647404801503234,0.005376344086021506
2023-02-01,ayurvedamonk himalayaindia in my city only two company product considered to be ayurvedic dabur vaidynath doctor can you tell me are these trustworthy,MrAnkit26599,1,625.0,himalayaindia,https://twitter.com/MrAnkit26599/status/1620643668221923328,0.0016
2023-02-01,ayurvedamonk himalayaindia,santumaiti24,1,34.0,himalayaindia,https://twitter.com/santumaiti24/status/1620640999675662336,0.029411764705882353
2023-02-01,thing is that ayurveda wa nowhere in the midst of all this even more interesting thing is that the mr of himalayaindia give so much esoteric knowledge of ayurveda to allopathy dr in few minute meeting that the dr start selling himalayaindia med from the very next day,AyurvedaMonk,17,1336.0,ayurveda,https://twitter.com/AyurvedaMonk/status/1620639022531112960,0.012724550898203593
2023-02-01,most of the qualified ayurveda dr don consider himalayaindia product ayurveda med himalayaindia also focus on allopathy dr to sell their drug amp not ayurveda dr now both himalaya company amp allopathy dr fighting with each other to malign ayurveda amp the funny,AyurvedaMonk,79,5179.0,ayurveda,https://twitter.com/AyurvedaMonk/status/1620639019188248576,0.015253910021239622
2023-02-01,hardik rathod himalayaindia global standard manufacturing theliverdr,romac724,0,76.0,himalayaindia,https://twitter.com/romac724/status/1620574687863656448,0.0
2023-02-01,nanditaasn himalayaindia theliverdr,romac724,0,64.0,himalayaindia,https://twitter.com/romac724/status/1620574025037799425,0.0
2023-01-31,himalayaindia such shame spread the word,foxanarchist,1,96.0,himalayaindia,https://twitter.com/foxanarchist/status/1620519108709339136,0.010416666666666666
2023-01-31,himalayaindia,vikrameffects,0,128.0,himalayaindia,https://twitter.com/vikrameffects/status/1620449332519632907,0.0
2023-01-31,today is the day stop using himalayaindia massage oil,prashantry,1,308.0,himalayaindia,https://twitter.com/prashantry/status/1620445555158810624,0.003246753246753247
2023-01-31,pseudoscience giant himalayaindia tried to threaten well intentioned doctor theliverdr who exposed toxicity of their product and unfounded claim it didn fly,shinsmon,88,9757.0,himalayaindia,https://twitter.com/shinsmon/status/1620443647476133888,0.009019165727170236
2023-01-31,himalayaindia what pathetic cocktail one ha to manufacture that even after clinical study all you can glee about is it ha no serious concern doe that mean liv ha mild and moderate concern absolutely no benefit we stand with theliverdr,vnvdvc312,0,39.0,liv52,https://twitter.com/vnvdvc312/status/1620439840398651393,0.0
2023-01-31,himalayaindia,prasadpant23,0,34.0,himalayaindia,https://twitter.com/prasadpant23/status/1620439064762798080,0.0
2023-01-31,big ayurveda aka himalayaindia attack doctor who are actually helping people get better unlike ayurveda dodgy false claim good job scum spreading poison literally and metaphorically,saarth,2,210.0,himalayaindia,https://twitter.com/saarth/status/1620435528763187201,0.009523809523809525
2023-01-31,himalayaindia,dinkoyist,0,132.0,himalayaindia,https://twitter.com/dinkoyist/status/1620423201678569476,0.0
2023-01-31,support liver doc himalayaindia are fraudsters,dinkoyist,1,114.0,himalayaindia,https://twitter.com/dinkoyist/status/1620422745552216064,0.008771929824561403
2023-01-31,theliverdr himalayaindia brace yourself,prasadpant23,0,41.0,himalayaindia,https://twitter.com/prasadpant23/status/1620395346361978881,0.0
2023-01-31,drcheruvarun himalayaindia himalayan and patanjali two big fraud they fool people by using sentiment,abhibest83,1,96.0,himalayaindia,https://twitter.com/abhibest83/status/1620349709394268160,0.010416666666666666
2023-01-31,koveiyer theliverdr himalayaindia your claiming your herbal medicine doe not effect the liver and is stamped probably by ayurvedic doctor case in court will be an embarrassment for the company,SmartyPantBot,1,65.0,himalayaindia,https://twitter.com/SmartyPantBot/status/1620343665347686406,0.015384615384615385
2023-01-31,theliverdr himalayaindia saying that their liv medicine work and ha no effect on the liver to liver doctor 🤦‍♂️ irony much,SmartyPantBot,1,145.0,himalayaindia,https://twitter.com/SmartyPantBot/status/1620342601198235648,0.006896551724137931
2023-01-31,liv is very common medicine somebody in your immediate knowledge must be already using it do not ignore below tweet expose the himalayan fraud himalayaindia,Bhopalee,0,106.0,himalayaindia,https://twitter.com/Bhopalee/status/1620301950041608192,0.0
2023-01-31,is this evidence himalayaindia after reading this we can conclude liv is good for nothing,Drgodvin,0,247.0,himalayaindia,https://twitter.com/Drgodvin/status/1620299938503741442,0.0
2023-01-31,pretty much sure that liv is not that hard to find somebody in your family is already using it do not ignore below tweet expose the himalayan fraud himalayaindia,comradarjun,5,996.0,himalayaindia,https://twitter.com/comradarjun/status/1620295845458616322,0.0050200803212851405
2023-01-31,himalayan fraud shame on you himalayaindia for this cheap tactic,drcheruvarun,52,8197.0,himalayaindia,https://twitter.com/drcheruvarun/status/1620292871139250178,0.006343784311333415
2023-01-31,moayush dalailama daburindia himalayaindia baidyanathayur ccras moayush wowskinscience rahulvaidya thelastofus bbtitians thelastofushbo fearwomen peshawarunderattack iran nimritkaurahluwalia nct127 say ayyo,Rocus00,2,200.0,thelastofus bbtitians2023 thelastofushbo fearwomen peshawarunderattack iran nimritkaurahluwalia nct127 say ayyo,https://twitter.com/Rocus00/status/1620238847123820544,0.01
2023-01-30,aiia ndelhi moayush daburindia baidyanathgroup himalayaindia vedicmc ayushmannha babarampuri esland ayurveda bbtitans iran afcchampionship petrol goat𓃵 adaniscam adanifpo 90dayfiancetheotherway,Rocus00,1,503.0,esland2023 ayurveda bbtitans iran afcchampionship petrol goat𓃵 adaniscam adanifpo 90dayfiancetheotherway,https://twitter.com/Rocus00/status/1619928418958839811,0.0019880715705765406
2023-01-29,pypayurved pyptharidwar pparidhan yogrishiramdev ach balkrishna patanjali food patanjalidairy officeofsramdev himalayamen himalayaindia bailkolhuoils,kuldeep11y,0,125.0,himalayaindia,https://twitter.com/kuldeep11y/status/1619775272081063941,0.0
2023-01-29,pypayurved pyptharidwar pparidhan yogrishiramdev ach balkrishna patanjali food patanjalidairy officeofsramdev himalayamen himalayaindia bailkolhuoils,kuldeep11y,0,132.0,himalayaindia,https://twitter.com/kuldeep11y/status/1619775185875513344,0.0
2023-01-29,mahesh dadhich himalayaindia bpsmv congratulation to prize winning student and best wish to all those who are persuing their career in ayush,bijaysombansi,1,28.0,himalayaindia,https://twitter.com/bijaysombansi/status/1619595373173157888,0.03571428571428571
2023-01-29,mahesh dadhich himalayaindia bpsmv congratulation for them,vdsandeep0507,1,34.0,himalayaindia,https://twitter.com/vdsandeep0507/status/1619554986479984645,0.029411764705882353
2023-01-29,student of bam final year and batch from msmioa bpsmv were honored with jivak ₹15000 and ayuvisharad ₹10000 award by himalaya drug company congratulation to awardee student and thanks to himalaya drug co for this himalayaindia bpsmv,mahesh_dadhich,21,477.0,himalayaindia,https://twitter.com/mahesh_dadhich/status/1619545070298091520,0.0440251572327044
2023-01-28,himalaya himalayaindia come and take back your honey or suger only you know,sumit3770,1,35.0,himalaya,https://twitter.com/sumit3770/status/1619236826157547527,0.02857142857142857
2023-01-27,himalayaindia pls doctor contact number,AmitKum74929446,0,7.0,himalayaindia,https://twitter.com/AmitKum74929446/status/1618850350974537729,0.0
2023-01-27,himalayaindia kindly start the manufacturing of himalaya bael tablet,KASHJTWITSS,0,20.0,himalayaindia,https://twitter.com/KASHJTWITSS/status/1618803989990244357,0.0
2023-01-26,madan himalayaindia,JMaharajam,0,139.0,himalayaindia,https://twitter.com/JMaharajam/status/1618671127391514625,0.0
2023-01-25,pypayurved pyptharidwar pparidhan yogrishiramdev ach balkrishna patanjali food patanjalidairy officeofsramdev himalayamen himalayaindia bailkolhuoils,kuldeep11y,0,80.0,himalayaindia,https://twitter.com/kuldeep11y/status/1618395524197154816,0.0
2023-01-25,ccras moayush moayush daburindia daburglucose himalayaindia baidyanathgroup pathaanreview pathan microsoftteams oscar babymonster pathaanfirstdayfirstshow bondee,Rocus00,0,268.0,pathaanreview pathan microsoftteams oscars2023 babymonster pathaanfirstdayfirstshow bondee,https://twitter.com/Rocus00/status/1618335310798290944,0.0
2023-01-25,ccras moayush himalayaindia mamaearthindia pypayurved who daburindia pathaanreview earthquake deepikapadukone oscar welovebuild ukraine kisikabhaikisikijaan,Rocus00,0,118.0,pathaanreview earthquake deepikapadukone oscars2023 welovebuild ukraine kisikabhaikisikijaan,https://twitter.com/Rocus00/status/1618291161172705280,0.0
2023-01-25,the himalayawellnesscompany commemorates the spirit of our country and it ability to stand together during tough time we step into our th republicday let pledge to find strength in our unity amp become the nation our forefather wanted to be happyrepublicday,HimalayaIndia,13,1050.0,himalayawellnesscompany republicday happyrepublicday,https://twitter.com/HimalayaIndia/status/1618197659369488385,0.012380952380952381
2023-01-25,aimilltd who nih ccras moayush moayush pypayurved daburindia himalayanorg himalayaindia mamaearthindia leopard buildjakapan oscar forafred trending trendingvideo trending ayurveda,Rocus00,0,127.0,leopard buildjakapan oscars2023 forafred trending trendingvideo trending2023 ayurveda,https://twitter.com/Rocus00/status/1618184002749485057,0.0
2023-01-25,har ghar har din ayurveda cgi medan organised talk on ayurveda to spread awareness about ayurveda event wa partnered with himalayaindia usuofficial indiahamdard royal bee azadikaamritmahotsav ayurveda,indiainmedan,9,1410.0,azadikaamritmahotsav ayurveda,https://twitter.com/indiainmedan/status/1618143432475828225,0.006382978723404255
2023-01-25,himalayaindia excellent sir 🙏🏻,Santosh72559658,0,6.0,himalayaindia,https://twitter.com/Santosh72559658/status/1618059326157115393,0.0
2023-01-24,himalayaindia congratulation,naveedahmedm,1,70.0,himalayaindia,https://twitter.com/naveedahmedm/status/1617722433175433220,0.014285714285714285
2023-01-23,himalayaindia great sir 👏👏👏👏,Mohamma56496408,1,72.0,himalayaindia,https://twitter.com/Mohamma56496408/status/1617519767119867908,0.013888888888888888
2023-01-23,drvaidyas facescanada fastandup india forestessential happiloindia ilovelakme health xp himalayaindia justherbsindia kamaayurveda kapiva official trayahealth mamaearthindia khadinatural leafstudiosin minimalist mivi official my mokobara mothersparsh,theashwin007,0,104.0,himalayaindia,https://twitter.com/theashwin007/status/1617483574651031563,0.0
2023-01-23,himalaya new manufacturing facility in tumakuru received the first iso certification em iso 2015 and oh amp iso 2018 from nqa certification pvt ltd for effectively implementing and building good safety culture and practice on the campus himalayawellness,HimalayaIndia,20,1283.0,iso safety himalayawellness,https://twitter.com/HimalayaIndia/status/1617375889024749568,0.01558846453624318
2023-01-20,theliverdr himalayaindia,harishm31,0,186.0,himalayaindia,https://twitter.com/harishm31/status/1616520774604709888,0.0
2023-01-20,theliverdr only himalayaindia neem facewash is good product,AurangzebRoad,0,403.0,himalayaindia,https://twitter.com/AurangzebRoad/status/1616427367135862784,0.0
2023-01-20,bindass ladki himalayaindia don post naked photo you cannot undone it,theonevik_,0,15.0,himalayaindia,https://twitter.com/theonevik_/status/1616394322563465216,0.0
2023-01-20,bindass ladki himalayaindia remove the post she is naked,theonevik_,0,18.0,himalayaindia,https://twitter.com/theonevik_/status/1616394189046157313,0.0
2023-01-20,kashjtwitss himalayaindia yesterday have sent the mail you can dm pl,Matinde19122360,0,7.0,himalayaindia,https://twitter.com/Matinde19122360/status/1616351019574906881,0.0
2023-01-20,bindass ladki himalayaindia don know about himalaya but your nephew is so cute,amitiscandid,1,29.0,himalayaindia,https://twitter.com/amitiscandid/status/1616327957362114563,0.034482758620689655
2023-01-20,dipang himalayaindia are you this girl,Suprati79707576,0,2.0,himalayaindia,https://twitter.com/Suprati79707576/status/1616318950270447616,0.0
2023-01-20,bindass ladki himalayaindia cuteiii,MaynkKaswan1,0,31.0,himalayaindia,https://twitter.com/MaynkKaswan1/status/1616264124169850880,0.0
2023-01-20,himalayaindia please sack the person who approved this lousy design thank you,DirJaiP,0,8.0,himalayaindia,https://twitter.com/DirJaiP/status/1616263132179222529,0.0
2023-01-19,bindass ladki himalayaindia cutepie god bless your nephew ♥️,suraj07329570,0,85.0,himalayaindia,https://twitter.com/suraj07329570/status/1616031518077640704,0.0
2023-01-19,bindass ladki himalayaindia cute baby,SanjayK62804705,0,145.0,himalayaindia,https://twitter.com/SanjayK62804705/status/1615968773898637312,0.0
2023-01-19,bindass ladki himalayaindia free publicity,UdtaDil,0,163.0,himalayaindia,https://twitter.com/UdtaDil/status/1615963762091241473,0.0
2023-01-19,bindass ladki himalayaindia indian we have to learn to refrain from putting child on social medium privacy sent for toss worst is naming them well,jogapj,4,162.0,himalayaindia,https://twitter.com/jogapj/status/1615963658886029314,0.024691358024691357
2023-01-19,bindass ladki himalayaindia ❣️😍,jeena203,1,221.0,himalayaindia,https://twitter.com/jeena203/status/1615961975657488384,0.004524886877828055
2023-01-19,bindass ladki himalayaindia how cute,Sadhu1999,4,264.0,himalayaindia,https://twitter.com/Sadhu1999/status/1615961059684388864,0.015151515151515152
2023-01-19,bindass ladki himalayaindia ❤️🎈,goldylockzone0,1,243.0,himalayaindia,https://twitter.com/goldylockzone0/status/1615961022107652096,0.00411522633744856
2023-01-19,himalayaindia from year had been purchasing your product but this is the bitter experience of out of stock daiper from last month and till it won upto feb 23,Milapvaishnav,0,13.0,himalayaindia,https://twitter.com/Milapvaishnav/status/1615895740936769536,0.0
2023-01-18,twitter twittersports daburindia baidyanathgroup himalayaindia moayush zanducare kamaayurveda mamaearthindia pypayurved ayurvedic ayurvedicmedicine pathaantrailer embarrassing hockeyworldcup odishaforhockey twitter,Rocus00,0,483.0,ayurvedic ayurvedicmedicine pathaantrailer embarrassing hockeyworldcup odishaforhockey twitter,https://twitter.com/Rocus00/status/1615807037128208384,0.0
2023-01-18,moayush pypayurved himalayaindia daburindia keralaayurveda ayushmedicine bamslol,Rocus00,1,45.0,himalayaindia,https://twitter.com/Rocus00/status/1615806703148355585,0.022222222222222223
2023-01-16,actual mrp is ₹196 bigbasket com sp that too after discount of from mrp himalayaindia pls clarify that manufacture diff mrp in diff state checked purchased in blore is this scam loot consumerforum onlinelegalind jagograhakjago consumrconxion,MKC1_Reddy,0,95.0,himalayaindia,https://twitter.com/MKC1_Reddy/status/1615012917082218496,0.0
2023-01-14,chrisxmunn himalayaindia,gsik,0,223.0,himalayaindia,https://twitter.com/gsik/status/1614146561600270338,0.0
2023-01-14,himalayaindia very good initiative thank you himalaya,ejajmomin1,0,11.0,himalayaindia,https://twitter.com/ejajmomin1/status/1614072855582609411,0.0
2023-01-13,let celebrate the onset of warmer day and prosperity together and rejoice in the charm of tradition himalaya wellness company wish you and your family very happy lohri pongal and makar sankranti himalayawellnesscompany lohri pongal makarsankranti,HimalayaIndia,3,473.0,himalayawellnesscompany lohri pongal makarsankranti,https://twitter.com/HimalayaIndia/status/1613847830019571712,0.006342494714587738
2023-01-13,himalaya drive initiative to enrich life we have signed an mou with the govt of karnataka to rejuvenate makali government primary school with state of the art facility we will also support the maintenance of the premise for three year from the completion date,HimalayaIndia,3,679.0,himalaya government school,https://twitter.com/HimalayaIndia/status/1613762923679330305,0.004418262150220913
2023-01-11,same product different pharmacy different mrp pharmeasyapp himalayaindia,PradeepKRKAR1,0,42.0,himalayaindia,https://twitter.com/PradeepKRKAR1/status/1613047793911988224,0.0
2023-01-10,kashjtwitss himalayaindia yes will thxji,Matinde19122360,1,43.0,himalayaindia,https://twitter.com/Matinde19122360/status/1612760880089018368,0.023255813953488372
2023-01-10,kashjtwitss himalayaindia unfortunately no,Matinde19122360,0,37.0,himalayaindia,https://twitter.com/Matinde19122360/status/1612683691612082177,0.0
2023-01-10,matinde himalayaindia any update,KASHJTWITSS,0,34.0,himalayaindia,https://twitter.com/KASHJTWITSS/status/1612661336634445824,0.0
2023-01-06,himalayaindia,Ankitkatare09,0,20.0,himalayaindia,https://twitter.com/Ankitkatare09/status/1611393245078257665,0.0
2023-01-06,himalayaindia,Ankitkatare09,1,9.0,himalayaindia,https://twitter.com/Ankitkatare09/status/1611215834650914818,0.1111111111111111
2023-01-04,theliverdr pran alarming to see that himalayaindia doesn respond scientifically to such serious debunking shame on pmoindia to let cdsco india inf and moayush approve such supplement on market without proven science shame on amazonin to allow their sale,tushain,0,27.0,himalayaindia,https://twitter.com/tushain/status/1610542059152343042,0.0
2023-01-03,himalayaindia ma świetne pasty bez fluoru polecam szkoda że nie mają albo na na rynku nie ma płynów do płukania jamy ustnej bez fluoru,severiaan,0,29.0,himalayaindia,https://twitter.com/severiaan/status/1610333909912375297,0.0
2023-01-03,dept of pharm chemistry mcopsm organized it second guest lecture of online on dec 2022 dr prakash principal scientist amp himalayaindia delivered the guest lecture on “analysis of herbal ingredient and product opportunity and it challenges”,McopsM,2,140.0,himalayaindia,https://twitter.com/McopsM/status/1610237401028521984,0.014285714285714285
2023-01-03,eduminofindia himalayaindia dpradhanbjp respected education minister request you to take action against these book printer it is not ok to publicize pimple free product btwn child it shatters their confidence every time they study,HemanthSharma11,0,47.0,himalayaindia,https://twitter.com/HemanthSharma11/status/1610119187116228609,0.0
2023-01-02,dhaval pampers flipkart jagograhakjago huggies yupp himalayaindia is also far better ji din order kia available nahi thaa,gourav00111,0,25.0,himalayaindia,https://twitter.com/gourav00111/status/1609924314572427266,0.0
2023-01-02,himalayaindia your liv tablet contains some sand like substance which feel in teeth when chewed please clarify why it is so thought it would be in one bottle but every bottle more or le same,kishnpalchauhan,0,62.0,himalayaindia,https://twitter.com/kishnpalchauhan/status/1609829875262828547,0.0
